protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation
tcp,103.135.6.222,54909,117.121.250.0,80,OUT.bound,http,established,,INTL.c,AU,AS22822 limelight networks  inc.,,,,
tcp,103.135.6.222,50609,202.152.1.201,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,52464,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,65157,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,52015,20.198.118.190,443,OUT.bound,https,established,,INTL.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
tcp,103.135.6.222,29468,20.198.118.190,443,OUT.bound,https,established,,INTL.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
tcp,103.135.6.222,52500,103.149.91.220,17057,OUT.bound,,established,,INTL.c,HK,AS142032 high family technology co.  limited,Guardicore - 03-12-2023,,2023-12-04T00:13:24.600000,
tcp,103.135.6.222,10047,184.150.49.155,80,OUT.bound,http,established,,INTL.c,CA,AS577 bell canada,,,,
tcp,103.135.6.222,59313,58.22.218.108,10310,OUT.bound,,established,,INTL.c,CN,AS4837 china unicom china169 backbone,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-12-14T20:30:45.247000,
tcp,103.135.6.222,61193,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,53218,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,61361,143.244.33.68,6568,OUT.bound,canit-store,established,,INTL.c,SG,AS60068 datacamp limited,LCIA:HoneyNet:2023,,2023-06-24T12:00:07.021000,
tcp,192.168.2.1,38662,103.167.27.34,80,OUT.bound,http,established,,INTL.c,SG,AS142160 joyo technology pte. ltd.,,,,
tcp,103.135.6.222,50394,117.121.250.0,80,OUT.bound,http,established,,INTL.c,AU,AS22822 limelight networks  inc.,,,,
tcp,103.135.6.222,56372,202.152.1.209,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,65422,20.198.119.143,443,OUT.bound,https,established,wns.notify.trafficmanager.net,INTL.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
tcp,103.135.6.222,57324,203.161.21.48,80,OUT.bound,http,established,a122.dscg3.akamai.net,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,52006,20.198.119.84,443,OUT.bound,https,established,,INTL.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
tcp,103.135.6.222,62767,20.198.118.190,443,OUT.bound,https,established,,INTL.c,IN,AS8075 microsoft corporation,LCIA:HoneyNet:2022,,2023-01-30T23:00:04.143000,Cloud Provider IP range
tcp,103.135.6.222,53747,202.152.1.202,80,OUT.bound,http,established,a1847.dscd.akamai.net,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,192.168.2.1,37104,103.167.26.74,443,OUT.bound,https,established,,INTL.c,SG,AS142160 joyo technology pte. ltd.,,,,
tcp,103.135.6.222,54107,202.152.1.208,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,64347,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,54976,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,54306,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,61946,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,39347,142.250.4.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
tcp,103.135.6.222,51217,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,50319,203.161.21.201,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,50286,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,62896,74.125.24.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,Whitelisted IP
tcp,103.135.6.222,49589,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,52606,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,64345,203.161.21.202,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,64503,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,50341,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,48022,74.125.68.188,5228,OUT.bound,hpvroom,established,mobile-gtalk.l.google.com,LOKAL.c,,,,,,
tcp,185.224.128.184,1281,103.135.6.220,80,IN.bound,http,established,,,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-12-14 Port Scan,,2023-12-14T22:59:14.943000,
tcp,103.135.6.222,57842,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,63296,184.150.154.123,80,OUT.bound,http,established,,INTL.c,CA,AS577 bell canada,,,,Whitelisted IP
tcp,103.135.6.222,63365,142.251.10.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,firewall conns,Proto NATed Address  - 192.5.8 Â 1.4m -  is the most popular address on the internet for those tryin,2022-10-03T00:03:36.708000,
tcp,103.135.6.222,49291,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,49742,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,61418,210.210.145.9,80,OUT.bound,http,established,,LOKAL.c,ID,AS4787 pt cyberindo aditama,,,,
tcp,103.135.6.222,57743,203.161.21.10,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,61699,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,51962,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,55693,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,54363,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,5299,172.217.194.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,router conns,Proto NATed Address  - 192.5.8  Â 1.4m -  is the latest in a long line of addresses to be considered,2023-03-20T00:01:17.081000,Whitelisted IP
tcp,103.135.6.222,50514,184.27.122.19,80,OUT.bound,http,established,,INTL.c,SG,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,103.135.6.222,56199,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,59740,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,58843,210.64.173.5,14546,OUT.bound,,established,,INTL.c,TW,AS4780 digital united inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-12-14T20:30:45.247000,
tcp,103.135.6.222,52840,172.93.220.105,20127,OUT.bound,,established,,INTL.c,JP,AS23959 owl limited,Guardicore - 21-11-2023,,2023-11-22T00:14:51.357000,
tcp,103.135.6.222,56367,103.149.91.220,17057,OUT.bound,,established,,INTL.c,HK,AS142032 high family technology co.  limited,Guardicore - 03-12-2023,,2023-12-04T00:13:24.600000,
tcp,103.135.6.222,51403,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,52792,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,58234,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,52526,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,61561,34.79.221.98,443,OUT.bound,https,established,,LOKAL.c,BE,AS396982 google,,,,Cloud Provider IP range
tcp,103.135.6.222,61440,202.152.1.201,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,50307,210.210.145.10,80,OUT.bound,http,established,,LOKAL.c,ID,AS4787 pt cyberindo aditama,,,,
tcp,103.135.6.222,59074,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,51996,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,50192,202.152.1.210,80,OUT.bound,http,established,a1847.dscd.akamai.net,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,56344,111.42.237.27,18038,OUT.bound,,established,,INTL.c,CN,AS132525 heilongjiang mobile communication company limited,Guardicore - 03-12-2023,,2023-12-04T00:13:24.600000,
tcp,103.135.6.222,51115,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,56383,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,57523,23.50.232.201,80,OUT.bound,http,established,,INTL.c,SG,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,103.135.6.222,61735,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,60629,118.98.77.115,80,OUT.bound,http,established,,LOKAL.c,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,103.135.6.222,49417,118.98.77.115,80,OUT.bound,http,established,,LOKAL.c,ID,AS7713 pt telekomunikasi indonesia,,,,
tcp,103.135.6.222,12080,203.161.21.48,80,OUT.bound,http,established,a122.dscg3.akamai.net,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,51088,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,60579,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,53032,20.198.119.143,443,OUT.bound,https,established,wns.notify.trafficmanager.net,INTL.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
tcp,103.135.6.222,49689,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,51692,210.64.173.5,14546,OUT.bound,,established,,INTL.c,TW,AS4780 digital united inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-12-14T20:30:45.247000,
tcp,103.135.6.222,51086,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,49802,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,56258,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,58757,103.149.91.220,17057,OUT.bound,,established,,INTL.c,HK,AS142032 high family technology co.  limited,Guardicore - 03-12-2023,,2023-12-04T00:13:24.600000,
tcp,192.168.2.1,50802,20.198.119.84,443,OUT.bound,https,established,,INTL.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
tcp,103.135.6.222,49731,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,57624,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,15577,104.84.150.157,80,OUT.bound,http,established,,INTL.c,HK,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,192.168.2.1,44640,47.246.158.187,80,OUT.bound,http,established,,LOKAL.c,US,AS45102 alibaba (us) technology co.  ltd.,,,,
tcp,103.135.6.222,56661,31.13.95.60,443,OUT.bound,https,established,,LOKAL.c,ID,AS32934 facebook  inc.,,,,Whitelisted IP
tcp,103.135.6.222,50465,203.161.21.48,80,OUT.bound,http,established,a122.dscg3.akamai.net,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,185.224.128.184,19273,103.135.6.223,80,IN.bound,http,established,,,NL,AS62068 spectraip b.v.,ETIC Cybersecurity 2023-12-14 Port Scan,,2023-12-14T22:59:14.943000,
tcp,103.135.6.222,51874,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,50896,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,60191,203.161.21.170,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,50480,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,54476,157.240.208.60,443,OUT.bound,https,established,media-cgk1-1.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
tcp,103.135.6.222,54476,157.240.208.60,443,OUT.bound,https,established,mmx-ds.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
tcp,103.135.6.222,15347,184.150.49.98,80,OUT.bound,http,established,,INTL.c,CA,AS577 bell canada,,,,
tcp,103.135.6.222,55247,202.152.1.202,80,OUT.bound,http,established,a1847.dscd.akamai.net,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,49534,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,20347,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,60446,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,64428,112.26.121.7,19139,OUT.bound,,established,,INTL.c,CN,AS9808 china mobile communications group co.  ltd.,Guardicore - 26-11-2023,,2023-11-27T00:14:16.022000,
tcp,103.135.6.222,58439,64.233.170.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,58237,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,62552,34.111.115.192,443,OUT.bound,https,established,,INTL.c,US,AS15169 google llc,,,,
tcp,103.135.6.222,63298,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,157.254.166.157,11256,103.135.6.223,59615,IN.bound,,established,,,US,AS1239 sprint,,,,
tcp,103.135.6.222,49924,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,57570,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,50136,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,62216,203.161.21.48,80,OUT.bound,http,established,a122.dscg3.akamai.net,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,50630,142.251.175.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,
tcp,103.135.6.222,65299,184.27.122.40,80,OUT.bound,http,established,,INTL.c,SG,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,103.135.6.222,59656,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,57249,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,23044,210.210.145.10,80,OUT.bound,http,established,,LOKAL.c,ID,AS4787 pt cyberindo aditama,,,,
tcp,103.135.6.222,55049,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,189.1.170.178,10012,103.135.6.220,11633,IN.bound,,established,,,BR,AS262287 maxihost ltda,,,,
tcp,103.135.6.222,59642,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,52521,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,65111,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,55552,209.58.145.210,443,OUT.bound,https,established,,INTL.c,US,AS394380 leaseweb usa  inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-12-14T20:30:45.247000,
tcp,103.135.6.222,63295,184.150.154.88,80,OUT.bound,http,established,,INTL.c,CA,AS577 bell canada,,,,Whitelisted IP
tcp,103.135.6.222,56753,38.96.206.64,80,OUT.bound,http,established,msftstorebg.s.llnwi.net,INTL.c,US,AS174 cogent communications,ww1.imobitracking.net,critical  cronup threat  cyber threat  data  serious  tracking  emails collection  relay router   em,2023-11-25T05:42:59.043000,
tcp,103.135.6.222,49624,74.125.130.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,65266,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.50.251,65001,157.240.208.60,443,OUT.bound,https,established,media-cgk1-1.cdn.whatsapp.net,,ID,AS32934 facebook  inc.,,,,
tcp,192.168.50.251,65001,157.240.208.60,443,OUT.bound,https,established,mmx-ds.cdn.whatsapp.net,,ID,AS32934 facebook  inc.,,,,
tcp,103.135.6.222,52881,74.125.200.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,LCIA:HoneyNet:2023,pulled from router,2023-07-23T12:04:51.473000,Whitelisted IP
tcp,103.135.6.222,62034,210.64.173.5,14546,OUT.bound,,established,,INTL.c,TW,AS4780 digital united inc.,IOC Records Provided by @NextRayAI,This IOC report provided and daily updated by NextRay AI Detection & Response Inc.,2023-12-14T20:30:45.247000,
tcp,103.135.6.222,63126,203.161.21.10,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,52748,202.152.1.201,80,OUT.bound,http,established,,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,51951,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
udp,103.135.6.222,54728,142.250.4.138,443,OUT.bound,https,,,LOKAL.c,US,AS15169 google llc,https://www.google.com/sorry/index?continue= MITRE TI566 & Phishing Mr.Looquer,,2023-09-19T02:02:31.116000,
tcp,103.135.6.222,53752,23.53.122.206,80,OUT.bound,http,established,,INTL.c,US,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,103.135.6.222,56114,203.161.21.201,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,192.168.2.1,57402,74.125.130.188,5228,OUT.bound,hpvroom,established,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,49203,190.2.153.211,40001,OUT.bound,,established,,INTL.c,NL,AS49981 worldstream b.v.,,,,
tcp,103.135.6.222,49738,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,53677,23.46.16.120,80,OUT.bound,http,established,,INTL.c,SG,AS20940 akamai international b.v.,,,,Whitelisted IP
tcp,103.135.6.222,56171,202.152.1.202,80,OUT.bound,http,established,a1847.dscd.akamai.net,LOKAL.c,ID,AS4800 aplikanusa lintasarta,,,,
tcp,103.135.6.222,49457,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,53510,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
tcp,103.135.6.222,63893,103.66.70.62,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
